id,centroid_lon,centroid_lat,area_m2,equivalent_diameter_m,perimeter_m,eccentricity,solidity,touches_edge,height_m,shadow_length_m,height_reason,confidence,confidence_bucket,signal_shape,signal_size,signal_separation,signal_shadow,detector_score
385,-5.95089,39.9306389,21.598,5.244,16.361,0.3722,0.945,False,,,unavailable,0.7871,high,1.0,0.5779,0.741,0.0,
386,-5.9501792,39.9306402,15.727,4.475,16.645,0.7354,0.8242,False,,,unavailable,0.665,medium,0.7133,0.8626,0.4093,0.0,
387,-5.9515709,39.9306319,12.582,4.002,13.266,0.7349,0.9091,False,,,unavailable,0.7189,high,0.8984,0.5751,0.6472,0.0,
388,-5.9504746,39.9306382,11.114,3.762,13.724,0.5794,0.8154,False,,,unavailable,0.6881,medium,0.7415,0.8251,0.4869,0.0,
389,-5.9501181,39.9306286,2.307,1.714,4.311,0.7084,1.0,False,,,unavailable,0.6252,medium,1.0,0.2661,0.5344,0.0,
390,-5.948934,39.9306322,10.904,3.726,11.592,0.3126,0.9286,False,,,unavailable,0.8092,high,1.0,0.8399,0.5496,0.0,
391,-5.9517321,39.9306304,12.791,4.036,12.508,0.5681,0.9531,False,,,unavailable,0.8806,high,1.0,0.9759,0.6419,0.0,
392,-5.9483791,39.9306312,7.759,3.143,9.95,0.6462,0.881,False,,,unavailable,0.728,high,0.9849,0.4961,0.6516,0.0,
393,-5.9504403,39.9306215,14.259,4.261,12.887,0.3425,0.9714,False,,,unavailable,0.8838,high,1.0,0.8531,0.775,0.0,
394,-5.9490505,39.9306216,9.856,3.542,11.166,0.5104,0.9592,False,,,unavailable,0.8963,high,0.9933,0.9451,0.7313,0.0,
395,-5.9517717,39.9305836,43.826,7.47,27.115,0.8839,0.9587,True,,,unavailable,0.4389,low,0.7491,0.0,0.5055,0.0,
396,-5.951016,39.9306173,12.791,4.036,12.887,0.4406,0.9242,False,,,unavailable,0.8707,high,0.9679,0.9438,0.6808,0.0,
397,-5.9509263,39.9306184,11.533,3.832,13.155,0.6133,0.9167,False,,,unavailable,0.7838,high,0.8375,0.9688,0.5344,0.0,
398,-5.9488948,39.9306181,13.211,4.101,12.887,0.3695,0.9403,False,,,unavailable,0.8878,high,0.9996,0.9353,0.7062,0.0,
399,-5.95152,39.9306058,7.759,3.143,9.492,0.6811,0.9487,False,,,unavailable,0.7498,high,1.0,0.5476,0.6516,0.0,
400,-5.9509725,39.9306036,12.372,3.969,11.971,0.4852,0.9672,False,,,unavailable,0.8405,high,1.0,0.8369,0.6527,0.0,
401,-5.9507139,39.9306038,20.131,5.063,15.634,0.494,0.9697,False,,,unavailable,0.682,medium,1.0,0.2589,0.7236,0.0,
402,-5.9499322,39.9306058,10.485,3.654,12.239,0.6815,0.8772,False,,,unavailable,0.7814,high,0.8795,0.9438,0.5013,0.0,
403,-5.951697,39.9306038,10.694,3.69,11.212,0.641,0.9808,False,,,unavailable,0.8131,high,1.0,0.8471,0.555,0.0,
404,-5.9509127,39.9305976,6.5,2.877,8.906,0.7728,0.9118,False,,,unavailable,0.8081,high,1.0,0.7492,0.6367,0.0,
405,-5.9507858,39.9305964,7.13,3.013,9.175,0.6251,0.9444,False,,,unavailable,0.8135,high,1.0,0.7953,0.6079,0.0,
406,-5.9485889,39.9306009,12.582,4.002,11.971,0.4712,0.9677,False,,,unavailable,0.8362,high,1.0,0.7522,0.7236,0.0,
407,-5.9508382,39.9305983,21.598,5.244,16.171,0.4172,0.9717,False,,,unavailable,0.5718,medium,1.0,0.0,0.6297,0.0,
408,-5.9503069,39.9305969,14.049,4.229,12.508,0.3148,0.9853,False,,,unavailable,0.7782,high,1.0,0.5095,0.7807,0.0,
409,-5.9498291,39.9305957,6.291,2.83,9.381,0.8572,0.8571,False,,,unavailable,0.6227,medium,0.8984,0.5911,0.3236,0.0,
410,-5.9488863,39.9305947,3.774,2.192,5.986,0.7227,1.0,False,,,unavailable,0.6667,medium,1.0,0.5157,0.4178,0.0,
411,-5.9516127,39.9305928,8.178,3.227,9.871,0.4938,0.975,False,,,unavailable,0.7673,high,1.0,0.6208,0.6346,0.0,
412,-5.9507527,39.9305895,8.388,3.268,11.196,0.7086,0.8333,False,,,unavailable,0.7208,high,0.8409,0.737,0.5605,0.0,
413,-5.9496474,39.9305951,23.905,5.517,20.39,0.5448,0.8636,False,,,unavailable,0.4859,medium,0.7226,0.0033,0.6845,0.0,
414,-5.9515631,39.930585,4.613,2.424,7.739,0.888,0.8462,False,,,unavailable,0.5895,medium,0.968,0.1904,0.5344,0.0,
415,-5.9511231,39.930586,10.275,3.617,10.944,0.5416,0.9423,False,,,unavailable,0.8241,high,1.0,0.7208,0.7162,0.0,
416,-5.950383,39.9305862,30.615,6.243,20.91,0.5522,0.8957,False,,,unavailable,0.5592,medium,0.8799,0.0,0.7334,0.0,
417,-5.9516961,39.9305781,12.162,3.935,12.302,0.6271,0.9355,False,,,unavailable,0.8956,high,1.0,0.9679,0.6982,0.0,
418,-5.9509016,39.9305806,7.13,3.013,10.408,0.7534,0.85,False,,,unavailable,0.6443,medium,0.8271,0.6393,0.4299,0.0,
419,-5.9506235,39.9305794,13.211,4.101,12.239,0.422,0.9692,False,,,unavailable,0.8509,high,1.0,0.8168,0.7062,0.0,
420,-5.9514888,39.9305764,10.904,3.726,12.429,0.8028,0.8667,False,,,unavailable,0.7887,high,0.887,0.9678,0.4916,0.0,
421,-5.9500425,39.9305734,13.001,4.069,12.714,0.7412,0.8986,False,,,unavailable,0.81,high,1.0,0.7553,0.6367,0.0,
422,-5.950147,39.93057,16.566,4.593,14.719,0.5315,0.9634,False,,,unavailable,0.8743,high,0.9609,0.8471,0.7977,0.0,
423,-5.948439,39.9305696,148.673,13.758,62.099,0.4578,0.8511,False,,,unavailable,0.2282,low,0.4845,0.0,0.1488,0.0,
424,-5.9507453,39.9305692,6.291,2.83,9.381,0.4903,0.9091,False,,,unavailable,0.7281,high,0.8984,0.6048,0.6472,0.0,
425,-5.9486817,39.9305692,11.953,3.901,12.619,0.5771,0.9048,False,,,unavailable,0.6866,medium,0.9433,0.5403,0.525,0.0,
426,-5.9515326,39.9305652,12.582,4.002,13.077,0.2091,0.8824,False,,,unavailable,0.8035,high,0.9246,0.7752,0.6865,0.0,
427,-5.950338,39.9305674,8.597,3.309,11.323,0.7703,0.8723,False,,,unavailable,0.7762,high,0.8426,0.9192,0.5536,0.0,
428,-5.9508201,39.9305583,18.034,4.792,18.872,0.7582,0.8037,False,,,unavailable,0.6016,medium,0.6363,0.7793,0.3823,0.0,
429,-5.9507727,39.9305533,14.259,4.261,15.461,0.4885,0.7473,False,,,unavailable,0.6245,medium,0.7496,0.4539,0.6448,0.0,
430,-5.9502986,39.9305588,10.904,3.726,11.971,0.4497,0.9123,False,,,unavailable,0.8802,high,0.9562,0.974,0.6952,0.0,
431,-5.950083,39.9305521,9.436,3.466,10.676,0.5614,0.9574,False,,,unavailable,0.9054,high,1.0,0.95,0.7473,0.0,
432,-5.9499994,39.9305522,8.807,3.349,10.787,0.587,0.913,False,,,unavailable,0.8125,high,0.9511,0.9117,0.547,0.0,
433,-5.9515906,39.9305478,19.292,4.956,14.987,0.4578,0.9787,False,,,unavailable,0.6382,medium,1.0,0.103,0.7392,0.0,
434,-5.9515003,39.9305469,12.582,4.002,12.239,0.4859,0.9677,False,,,unavailable,0.8195,high,1.0,0.7752,0.6472,0.0,
435,-5.9504986,39.9305429,10.904,3.726,11.971,0.5227,0.8814,False,,,unavailable,0.8016,high,0.9562,0.868,0.5496,0.0,
436,-5.9485247,39.9305402,18.034,4.792,16.851,0.722,0.86,False,,,unavailable,0.7207,high,0.7981,0.7752,0.5734,0.0,
437,-5.9508586,39.9305404,3.355,2.067,6.522,0.7626,0.8,False,,,unavailable,0.6081,medium,0.9912,0.3134,0.4431,0.0,
438,-5.9496426,39.9305374,10.275,3.617,11.055,0.5028,0.9245,False,,,unavailable,0.8455,high,1.0,0.7895,0.7162,0.0,
439,-5.9483644,39.9305355,2.097,1.634,4.69,0.8165,1.0,False,,,unavailable,0.6519,medium,1.0,0.3255,0.5605,0.0,
440,-5.9500254,39.9305455,3.355,2.067,5.606,0.6002,1.0,False,,,unavailable,0.6335,medium,1.0,0.3842,0.4431,0.0,
441,-5.951728,39.9305319,14.049,4.229,12.887,0.2964,0.971,False,,,unavailable,0.8107,high,1.0,0.7445,0.6496,0.0,
442,-5.9490129,39.9305247,34.18,6.597,25.996,0.6682,0.8956,False,,,unavailable,0.4553,medium,0.6356,0.0,0.6941,0.0,
443,-5.9486498,39.9305262,18.453,4.847,14.987,0.3696,0.9565,False,,,unavailable,0.8573,high,1.0,0.7877,0.7558,0.0,
444,-5.9507651,39.9305231,10.694,3.69,11.212,0.6,0.9444,False,,,unavailable,0.8874,high,1.0,0.9375,0.702,0.0,
445,-5.9505547,39.9305226,9.227,3.427,11.166,0.7336,0.9167,False,,,unavailable,0.7777,high,0.9299,0.7752,0.5975,0.0,
446,-5.9498707,39.9305214,12.791,4.036,12.239,0.5167,0.9531,False,,,unavailable,0.8491,high,1.0,0.8752,0.6419,0.0,
447,-5.950687,39.9305144,14.049,4.229,12.508,0.3148,0.9853,False,,,unavailable,0.8185,high,1.0,0.7344,0.6848,0.0,
448,-5.9499554,39.93051,5.033,2.531,7.66,0.7161,0.9231,False,,,unavailable,0.5465,medium,1.0,0.187,0.3618,0.0,
449,-5.9508652,39.9305102,18.453,4.847,18.209,0.6634,0.8148,False,,,unavailable,0.4777,medium,0.6994,0.155,0.5344,0.0,
450,-5.9508212,39.9304984,16.146,4.534,15.255,0.7194,0.9059,False,,,unavailable,0.6473,medium,0.8719,0.454,0.5713,0.0,
451,-5.9498296,39.9304982,13.63,4.166,12.619,0.4068,0.9848,False,,,unavailable,0.8916,high,1.0,0.9578,0.6952,0.0,
452,-5.9507769,39.9305001,9.436,3.466,10.817,0.6756,0.8491,False,,,unavailable,0.8074,high,1.0,0.8551,0.5284,0.0,
453,-5.9500209,39.9304911,8.178,3.227,9.76,0.5751,1.0,False,,,unavailable,0.7894,high,1.0,0.7585,0.5676,0.0,
454,-5.9482855,39.9304912,28.099,5.981,20.168,0.5392,0.9054,False,,,unavailable,0.6617,medium,0.8681,0.3101,0.7656,0.0,
455,-5.9509866,39.930495,95.62,11.034,38.458,0.6095,0.9441,False,,,unavailable,0.5614,medium,0.8124,0.0,0.8217,0.0,
456,-5.9506125,39.9304908,22.018,5.295,15.903,0.2684,0.9906,False,,,unavailable,0.6943,medium,1.0,0.157,0.8649,0.0,
457,-5.950343,39.9304902,2.516,1.79,4.801,0.5563,1.0,False,,,unavailable,0.6871,medium,1.0,0.487,0.5117,0.0,
458,-5.9495807,39.9304827,24.744,5.613,18.192,0.5487,0.9219,False,,,unavailable,0.7073,high,0.9395,0.3201,0.8158,0.0,
459,-5.950805,39.930472,5.242,2.584,7.801,0.6982,0.8333,False,,,unavailable,0.7299,high,1.0,0.7812,0.3545,0.0,
460,-5.9501492,39.930482,26.841,5.846,19.631,0.6351,0.9275,False,,,unavailable,0.524,medium,0.8752,0.0,0.6267,0.0,
461,-5.9496811,39.93048,26.212,5.777,19.899,0.6351,0.9058,False,,,unavailable,0.5162,medium,0.8318,0.0,0.6536,0.0,
462,-5.9507761,39.9304755,8.597,3.309,11.402,0.4524,0.8723,False,,,unavailable,0.7181,high,0.831,0.7471,0.5536,0.0,
463,-5.9502354,39.930479,20.969,5.167,17.119,0.2614,0.9346,False,,,unavailable,0.719,high,0.8991,0.5129,0.709,0.0,
464,-5.9496329,39.9304777,12.582,4.002,12.128,0.5449,0.9524,False,,,unavailable,0.8893,high,1.0,0.9591,0.6865,0.0,
465,-5.951226,39.9304641,24.534,5.589,20.357,0.6271,0.8931,False,,,unavailable,0.7558,high,0.7439,0.9351,0.5908,0.0,
466,-5.9506587,39.9304755,11.953,3.901,11.971,0.5217,0.95,False,,,unavailable,0.8284,high,1.0,0.7869,0.664,0.0,
467,-5.948715,39.9304696,17.195,4.679,14.719,0.6389,0.9647,False,,,unavailable,0.874,high,0.9974,0.8168,0.7829,0.0,
468,-5.9504736,39.9304632,18.872,4.902,17.862,0.3716,0.8108,False,,,unavailable,0.4634,medium,0.7433,0.0,0.5908,0.0,
469,-5.9508335,39.9304626,6.92,2.968,8.955,0.7399,0.9706,False,,,unavailable,0.8491,high,1.0,0.9001,0.6171,0.0,
470,-5.9504354,39.9304585,6.92,2.968,9.76,0.6634,0.825,False,,,unavailable,0.7209,high,0.9129,0.7752,0.4363,0.0,
471,-5.9495708,39.930445,13.63,4.166,15.239,0.7255,0.7143,False,,,unavailable,0.6123,medium,0.7376,0.8543,0.2198,0.0,
472,-5.9512666,39.9304544,8.807,3.349,11.245,0.687,0.8571,False,,,unavailable,0.7423,high,0.8752,0.7134,0.6116,0.0,
473,-5.9500098,39.9304528,13.211,4.101,13.266,0.3864,0.9265,False,,,unavailable,0.8021,high,0.9433,0.8032,0.6316,0.0,
474,-5.9488206,39.9304516,23.695,5.493,17.672,0.392,0.9262,False,,,unavailable,0.8533,high,0.9534,0.8406,0.7457,0.0,
475,-5.9482522,39.9304527,13.84,4.198,12.508,0.2334,0.9706,False,,,unavailable,0.8956,high,1.0,0.8793,0.7866,0.0,
476,-5.9503874,39.930447,11.743,3.867,11.592,0.571,0.9655,False,,,unavailable,0.8799,high,1.0,0.9459,0.6699,0.0,
477,-5.9498443,39.9304423,11.953,3.901,12.73,0.5892,0.9194,False,,,unavailable,0.7642,high,0.9269,0.8638,0.4695,0.0,
478,-5.9487769,39.9304405,7.13,3.013,9.492,0.6323,0.8718,False,,,unavailable,0.7698,high,0.9944,0.5905,0.6797,0.0,
479,-5.9486442,39.9304432,19.292,4.956,16.661,0.4998,0.9293,False,,,unavailable,0.7289,high,0.8733,0.7002,0.5844,0.0,
480,-5.9483611,39.930443,10.485,3.654,11.939,0.433,0.8772,False,,,unavailable,0.7762,high,0.9244,0.6655,0.709,0.0,
481,-5.9508714,39.930439,3.145,2.001,4.801,0.7217,0.9375,False,,,unavailable,0.7324,high,1.0,0.686,0.4576,0.0,
482,-5.9495835,39.9304227,7.339,3.057,12.223,0.878,0.6863,False,,,unavailable,0.4903,medium,0.6173,0.8283,0.0,0.0,
483,-5.9502822,39.9304307,11.953,3.901,12.508,0.4699,0.9194,False,,,unavailable,0.8328,high,0.9601,0.9879,0.525,0.0,
484,-5.9495409,39.9304298,3.984,2.252,7.012,0.6797,0.9048,False,,,unavailable,0.7121,high,1.0,0.672,0.4066,0.0,
485,-5.9491606,39.9304324,10.904,3.726,11.435,0.5793,0.963,False,,,unavailable,0.9005,high,1.0,0.9865,0.6952,0.0,
486,-5.950322,39.9304232,19.082,4.929,17.94,0.6198,0.8426,False,,,unavailable,0.4536,medium,0.745,0.0,0.5574,0.0,
487,-5.9496221,39.9304292,16.146,4.534,14.244,0.378,0.9167,False,,,unavailable,0.8821,high,1.0,0.8944,0.7283,0.0,
488,-5.9499577,39.9304244,14.469,4.292,12.508,0.0,1.0,False,,,unavailable,0.915,high,1.0,0.8744,0.8535,0.0,
489,-5.9495719,39.9304136,4.613,2.424,7.17,0.7014,0.9565,False,,,unavailable,0.7104,high,1.0,0.6954,0.3779,0.0,
490,-5.948448,39.9304201,13.211,4.101,12.508,0.3583,0.9403,False,,,unavailable,0.8683,high,1.0,0.9469,0.6316,0.0,
491,-5.9512517,39.9304022,43.826,7.47,27.717,0.8545,0.8894,False,,,unavailable,0.6324,medium,0.7169,0.5503,0.613,0.0,
492,-5.9511668,39.9304174,91.636,10.802,41.964,0.634,0.8758,False,,,unavailable,0.4588,medium,0.6539,0.0,0.6836,0.0,
493,-5.9496713,39.9304161,13.211,4.101,13.266,0.3127,0.9403,False,,,unavailable,0.8427,high,0.9433,0.9331,0.6316,0.0,
494,-5.9485973,39.930412,8.178,3.227,9.381,0.4285,0.975,False,,,unavailable,0.7304,high,1.0,0.5696,0.5676,0.0,
495,-5.9483466,39.9304139,19.711,5.01,15.903,0.5575,0.9495,False,,,unavailable,0.8142,high,0.9794,0.771,0.6591,0.0,
496,-5.9506969,39.9304133,19.711,5.01,16.014,0.5702,0.94,False,,,unavailable,0.7238,high,0.9659,0.4979,0.6591,0.0,
497,-5.9502447,39.9304135,7.759,3.143,9.776,0.7373,0.8043,False,,,unavailable,0.7673,high,1.0,0.8434,0.4121,0.0,
498,-5.9517159,39.9304045,10.065,3.58,10.944,0.6675,0.9231,False,,,unavailable,0.7711,high,1.0,0.6954,0.5721,0.0,
499,-5.9505965,39.9304113,7.549,3.1,10.408,0.7775,0.8372,False,,,unavailable,0.6007,medium,0.8758,0.5759,0.2954,0.0,
500,-5.9498875,39.9304081,19.711,5.01,16.472,0.382,0.9216,False,,,unavailable,0.6402,medium,0.9129,0.375,0.5781,0.0,
501,-5.9484067,39.9304037,14.049,4.229,12.508,0.3148,0.9853,False,,,unavailable,0.8486,high,1.0,0.8307,0.6848,0.0,
502,-5.9482741,39.9304047,21.808,5.269,16.55,0.3883,0.963,False,,,unavailable,0.7982,high,1.0,0.6167,0.7374,0.0,
503,-5.9517785,39.930398,12.372,3.969,12.239,0.6053,0.9516,True,,,unavailable,0.806,high,1.0,0.8632,0.516,0.0,
504,-5.9505432,39.9303954,17.614,4.736,15.209,0.6403,0.913,False,,,unavailable,0.7561,high,0.9569,0.574,0.6973,0.0,
505,-5.9500111,39.9303943,15.308,4.415,14.261,0.5084,0.9359,False,,,unavailable,0.8219,high,0.9459,0.7471,0.748,0.0,
506,-5.9497038,39.930398,8.388,3.268,10.139,0.5555,0.9756,False,,,unavailable,0.7772,high,1.0,0.6603,0.6267,0.0,
507,-5.9495086,39.9303926,6.5,2.877,8.576,0.7035,0.9394,False,,,unavailable,0.8212,high,1.0,0.7912,0.6367,0.0,
508,-5.9508987,39.9303917,5.033,2.531,8.197,0.7245,0.8571,False,,,unavailable,0.7173,high,0.9413,0.804,0.3618,0.0,
509,-5.9500565,39.9303887,7.759,3.143,10.061,0.7647,0.9024,False,,,unavailable,0.6449,medium,0.9632,0.4958,0.4121,0.0,
510,-5.9498521,39.9303903,8.388,3.268,10.849,0.777,0.9091,False,,,unavailable,0.6556,medium,0.8955,0.4627,0.5605,0.0,
511,-5.949626,39.9303764,30.615,6.243,20.214,0.3172,0.9542,False,,,unavailable,0.5823,medium,0.9416,0.0,0.7334,0.0,
512,-5.9496813,39.9303809,10.065,3.58,11.592,0.717,0.8889,False,,,unavailable,0.7565,high,0.9413,0.7794,0.5117,0.0,
513,-5.949793,39.9303847,66.263,9.185,33.434,0.4595,0.8852,False,,,unavailable,0.4789,medium,0.7449,0.0,0.6384,0.0,
514,-5.9485991,39.9303781,13.211,4.101,12.619,0.4668,0.9692,False,,,unavailable,0.8697,high,1.0,0.9515,0.6316,0.0,
515,-5.9516916,39.9303763,10.065,3.58,10.676,0.6442,0.96,False,,,unavailable,0.7526,high,1.0,0.6364,0.5721,0.0,
516,-5.9509401,39.9303707,22.018,5.295,17.561,0.7201,0.8974,False,,,unavailable,0.619,medium,0.8972,0.2805,0.6237,0.0,
517,-5.9504359,39.9303659,8.807,3.349,10.787,0.7471,0.913,False,,,unavailable,0.7466,high,0.9511,0.8608,0.3868,0.0,
518,-5.951738,39.9303624,14.888,4.354,13.329,0.3629,0.9595,False,,,unavailable,0.8955,high,1.0,0.8241,0.8414,0.0,
519,-5.9513485,39.9303617,12.582,4.002,12.239,0.4736,0.9231,False,,,unavailable,0.8374,high,1.0,0.7932,0.6865,0.0,
520,-5.950533,39.9303653,11.323,3.797,13.456,0.7565,0.8438,False,,,unavailable,0.7404,high,0.7859,0.9438,0.4824,0.0,
521,-5.9501702,39.9303639,11.533,3.832,11.971,0.6812,0.9167,False,,,unavailable,0.8113,high,1.0,0.9183,0.478,0.0,
522,-5.950035,39.9303653,12.372,3.969,13.535,0.7395,0.9077,False,,,unavailable,0.7885,high,0.8487,0.9888,0.516,0.0,
523,-5.9497198,39.9303695,11.533,3.832,14.702,0.739,0.8209,False,,,unavailable,0.6637,medium,0.6705,0.8411,0.478,0.0,
524,-5.9494801,39.9303617,13.001,4.069,12.887,0.268,0.9254,False,,,unavailable,0.7702,high,0.9838,0.6475,0.6367,0.0,
525,-5.95179,39.9303506,3.984,2.252,7.17,0.4978,0.8261,True,,,unavailable,0.5607,medium,0.974,0.0505,0.5751,0.0,
526,-5.9508717,39.9303531,52.214,8.154,30.67,0.4036,0.8676,False,,,unavailable,0.4722,medium,0.6975,0.0,0.6739,0.0,
527,-5.9506529,39.9303619,5.242,2.584,7.722,0.8013,0.8621,False,,,unavailable,0.6471,medium,1.0,0.5161,0.3545,0.0,
528,-5.9505959,39.930343,26.631,5.823,25.885,0.8898,0.8355,False,,,unavailable,0.3805,low,0.4995,0.3957,0.2224,0.0,
529,-5.9499939,39.930358,12.582,4.002,12.508,0.4874,0.9524,False,,,unavailable,0.8815,high,1.0,0.9344,0.6865,0.0,
530,-5.949755,39.9303492,14.888,4.354,15.255,0.7704,0.8452,False,,,unavailable,0.6907,medium,0.8039,0.7752,0.4704,0.0,
531,-5.9485394,39.9303477,32.293,6.412,24.969,0.7512,0.8105,False,,,unavailable,0.405,low,0.6509,0.0,0.515,0.0,
532,-5.9496545,39.9303328,57.875,8.584,34.16,0.8249,0.8288,False,,,unavailable,0.3671,low,0.6233,0.0,0.4268,0.0,
533,-5.9490833,39.9303422,1.887,1.55,3.886,0.8452,0.8182,False,,,unavailable,0.581,medium,1.0,0.6591,0.0,0.0,
534,-5.9507695,39.9303373,13.42,4.134,14.025,0.7281,0.9143,False,,,unavailable,0.7751,high,0.8574,0.956,0.4954,0.0,
535,-5.95004,39.9303359,9.436,3.466,10.408,0.5678,0.9375,False,,,unavailable,0.8222,high,1.0,0.6836,0.7473,0.0,
536,-5.9517069,39.9302642,119.316,12.325,63.316,0.6369,0.7597,False,,,unavailable,0.1635,low,0.374,0.0,0.0743,0.0,
537,-5.9509517,39.9303323,8.388,3.268,11.229,0.7663,0.8696,False,,,unavailable,0.7143,high,0.836,0.8862,0.3963,0.0,
538,-5.9506451,39.9303269,14.888,4.354,14.987,0.6275,0.8875,False,,,unavailable,0.7596,high,0.833,0.8001,0.6311,0.0,
539,-5.9503454,39.9303302,7.339,3.057,9.871,0.815,0.9459,False,,,unavailable,0.7809,high,0.9465,0.7639,0.5992,0.0,
540,-5.9484945,39.9303334,3.355,2.067,5.796,0.79,0.9412,False,,,unavailable,0.7059,high,1.0,0.6158,0.4431,0.0,
541,-5.9486565,39.9303266,3.774,2.192,6.254,0.8061,0.9474,False,,,unavailable,0.7322,high,1.0,0.7252,0.4178,0.0,
542,-5.9487021,39.9303167,57.456,8.553,33.009,0.5004,0.8644,False,,,unavailable,0.4436,low,0.6627,0.0,0.6244,0.0,
543,-5.9507227,39.9303127,10.065,3.58,11.703,0.5881,0.8889,False,,,unavailable,0.766,high,0.9235,0.8314,0.5117,0.0,
544,-5.9504549,39.9303058,10.275,3.617,11.703,0.656,0.9245,False,,,unavailable,0.8844,high,0.9428,0.9827,0.7162,0.0,
545,-5.9517674,39.9303073,14.888,4.354,13.234,0.5593,0.9595,False,,,unavailable,0.8297,high,1.0,0.8241,0.6311,0.0,
546,-5.9508391,39.9303066,8.807,3.349,10.676,0.8266,0.9333,False,,,unavailable,0.7905,high,0.971,0.9775,0.3868,0.0,
547,-5.9505089,39.9303055,20.969,5.167,16.171,0.1447,0.9524,False,,,unavailable,0.6961,medium,1.0,0.3185,0.709,0.0,
548,-5.9501678,39.9303061,6.081,2.783,8.197,0.7541,0.9667,False,,,unavailable,0.6885,medium,1.0,0.345,0.6583,0.0,
549,-5.9482617,39.9303069,24.954,5.637,24.368,0.8184,0.7438,False,,,unavailable,0.4952,medium,0.5281,0.4634,0.4874,0.0,
550,-5.9506344,39.9302991,6.71,2.923,8.844,0.673,0.9412,False,,,unavailable,0.7111,high,1.0,0.6325,0.4431,0.0,
551,-5.9497442,39.9303013,19.292,4.956,15.523,0.5601,0.9583,False,,,unavailable,0.6963,medium,1.0,0.2889,0.7392,0.0,
552,-5.9496304,39.930301,2.307,1.714,4.422,0.7559,1.0,False,,,unavailable,0.7332,high,1.0,0.6117,0.5344,0.0,
553,-5.9483878,39.930285,35.648,6.737,26.487,0.307,0.85,False,,,unavailable,0.4801,medium,0.6385,0.2095,0.5605,0.0,
554,-5.9499955,39.9302762,11.323,3.797,12.792,0.7082,0.871,False,,,unavailable,0.764,high,0.8696,0.9188,0.4824,0.0,
555,-5.9498382,39.9302798,13.42,4.134,12.239,0.4446,0.9846,False,,,unavailable,0.8856,high,1.0,0.9694,0.6647,0.0,
556,-5.9497827,39.9302777,11.743,3.867,11.592,0.6085,0.9655,False,,,unavailable,0.8895,high,1.0,0.9358,0.7106,0.0,
557,-5.950652,39.9302747,16.356,4.563,18.526,0.7301,0.7429,False,,,unavailable,0.5781,medium,0.5989,0.9306,0.2007,0.0,
558,-5.9500934,39.9302743,12.372,3.969,11.971,0.5665,0.9672,False,,,unavailable,0.857,high,1.0,0.8501,0.6923,0.0,
559,-5.9503644,39.9302724,4.823,2.478,7.565,0.4803,0.92,False,,,unavailable,0.7292,high,1.0,0.6109,0.5227,0.0,
560,-5.9499588,39.9302686,6.92,2.968,9.112,0.6649,0.9167,False,,,unavailable,0.7137,high,1.0,0.4667,0.6171,0.0,
561,-5.9503941,39.9302613,8.178,3.227,10.297,0.664,0.907,False,,,unavailable,0.7115,high,0.9693,0.7122,0.4014,0.0,
562,-5.9502553,39.9302631,14.049,4.229,13.044,0.5844,0.9571,False,,,unavailable,0.578,medium,1.0,0.0,0.6496,0.0,
563,-5.9500346,39.9302635,13.211,4.101,12.508,0.487,0.9692,False,,,unavailable,0.818,high,1.0,0.7858,0.6316,0.0,
564,-5.9498952,39.9302607,11.323,3.797,11.592,0.643,0.9474,False,,,unavailable,0.8931,high,1.0,0.9757,0.6822,0.0,
565,-5.949623,39.9302629,7.759,3.143,9.871,0.7222,0.9487,False,,,unavailable,0.7851,high,1.0,0.7294,0.5828,0.0,
566,-5.951235,39.9302608,17.405,4.707,14.719,0.4722,0.9432,False,,,unavailable,0.8898,high,1.0,0.8692,0.7782,0.0,
567,-5.9495248,39.9302628,2.097,1.634,4.154,0.6164,1.0,False,,,unavailable,0.7804,high,1.0,0.7369,0.5605,0.0,
568,-5.948925,39.9302578,2.516,1.79,4.422,0.0,1.0,False,,,unavailable,0.776,high,1.0,0.7715,0.5117,0.0,
569,-5.9510776,39.9302536,105.056,11.566,52.483,0.6086,0.8789,False,,,unavailable,0.2292,low,0.4793,0.0,0.1584,0.0,
570,-5.9497109,39.9302475,14.469,4.292,12.508,0.0,1.0,False,,,unavailable,0.7656,high,1.0,0.3964,0.8535,0.0,
571,-5.9493842,39.9302451,13.211,4.101,16.298,0.7589,0.759,False,,,unavailable,0.5545,medium,0.625,0.7087,0.3158,0.0,
572,-5.94852,39.9302482,6.71,2.923,9.871,0.6443,0.8205,False,,,unavailable,0.7132,high,0.8654,0.8006,0.4431,0.0,
573,-5.9499482,39.9302415,16.566,4.593,15.54,0.626,0.8144,False,,,unavailable,0.6399,medium,0.8621,0.3826,0.6306,0.0,
574,-5.9502469,39.9302372,5.242,2.584,8.102,0.8007,0.8929,False,,,unavailable,0.7384,high,1.0,0.6617,0.5013,0.0,
575,-5.9494227,39.9302338,3.145,2.001,5.338,0.5527,1.0,False,,,unavailable,0.6536,medium,1.0,0.4338,0.4576,0.0,
576,-5.9499893,39.9302336,10.904,3.726,11.703,0.6195,0.9286,False,,,unavailable,0.8826,high,1.0,0.929,0.6952,0.0,
577,-5.9497695,39.9302281,10.275,3.617,10.676,0.6353,0.98,False,,,unavailable,0.8411,high,1.0,0.7752,0.7162,0.0,
